Iteration 1/1000000: Train loss: 5.120366, Train Accuracy: 0.515625, lr = 0.001000
Iteration 7192/1000000: Train loss: 5.120132, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7193/1000000: Train loss: 5.120591, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7194/1000000: Train loss: 5.121994, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7195/1000000: Train loss: 5.120667, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7196/1000000: Train loss: 5.118461, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7197/1000000: Train loss: 5.119297, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7198/1000000: Train loss: 5.119845, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7199/1000000: Train loss: 5.119985, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7200/1000000: Train loss: 5.119860, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7201/1000000: Train loss: 5.120085, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7202/1000000: Train loss: 5.119505, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7203/1000000: Train loss: 5.120552, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7204/1000000: Train loss: 5.120413, Train Accuracy: 0.406250, lr = 0.000869
Iteration 7205/1000000: Train loss: 5.120033, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7206/1000000: Train loss: 5.121154, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7207/1000000: Train loss: 5.118245, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7208/1000000: Train loss: 5.121902, Train Accuracy: 0.406250, lr = 0.000869
Iteration 7209/1000000: Train loss: 5.121914, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7210/1000000: Train loss: 5.118897, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7211/1000000: Train loss: 5.119066, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7212/1000000: Train loss: 5.117278, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7213/1000000: Train loss: 5.120253, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7214/1000000: Train loss: 5.120391, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7215/1000000: Train loss: 5.120026, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7216/1000000: Train loss: 5.119262, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7217/1000000: Train loss: 5.120201, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7218/1000000: Train loss: 5.119614, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7219/1000000: Train loss: 5.118835, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7220/1000000: Train loss: 5.121727, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7221/1000000: Train loss: 5.119712, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7222/1000000: Train loss: 5.121449, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7223/1000000: Train loss: 5.120470, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7224/1000000: Train loss: 5.120066, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7225/1000000: Train loss: 5.120389, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7226/1000000: Train loss: 5.120304, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7227/1000000: Train loss: 5.119862, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7228/1000000: Train loss: 5.118589, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7229/1000000: Train loss: 5.120124, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7230/1000000: Train loss: 5.119659, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7231/1000000: Train loss: 5.119814, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7232/1000000: Train loss: 5.119619, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7233/1000000: Train loss: 5.119077, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7234/1000000: Train loss: 5.120502, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7235/1000000: Train loss: 5.120401, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7236/1000000: Train loss: 5.120861, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7237/1000000: Train loss: 5.119113, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7238/1000000: Train loss: 5.118341, Train Accuracy: 0.593750, lr = 0.000869
Iteration 7239/1000000: Train loss: 5.119606, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7240/1000000: Train loss: 5.120814, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7241/1000000: Train loss: 5.119894, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7242/1000000: Train loss: 5.121025, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7243/1000000: Train loss: 5.120687, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7244/1000000: Train loss: 5.120408, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7245/1000000: Train loss: 5.119548, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7246/1000000: Train loss: 5.119041, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7247/1000000: Train loss: 5.120459, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7248/1000000: Train loss: 5.119737, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7249/1000000: Train loss: 5.118996, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7250/1000000: Train loss: 5.119598, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7251/1000000: Train loss: 5.121384, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7252/1000000: Train loss: 5.118814, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7253/1000000: Train loss: 5.118643, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7254/1000000: Train loss: 5.120868, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7255/1000000: Train loss: 5.119199, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7256/1000000: Train loss: 5.119658, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7257/1000000: Train loss: 5.120507, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7258/1000000: Train loss: 5.120825, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7259/1000000: Train loss: 5.120535, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7260/1000000: Train loss: 5.121379, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7261/1000000: Train loss: 5.119945, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7262/1000000: Train loss: 5.120219, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7263/1000000: Train loss: 5.118215, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7264/1000000: Train loss: 5.118550, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7265/1000000: Train loss: 5.120622, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7266/1000000: Train loss: 5.119960, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7267/1000000: Train loss: 5.119844, Train Accuracy: 0.593750, lr = 0.000869
Iteration 7268/1000000: Train loss: 5.119211, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7269/1000000: Train loss: 5.120986, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7270/1000000: Train loss: 5.119598, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7271/1000000: Train loss: 5.119687, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7272/1000000: Train loss: 5.119744, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7273/1000000: Train loss: 5.121435, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7274/1000000: Train loss: 5.119660, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7275/1000000: Train loss: 5.119983, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7276/1000000: Train loss: 5.121065, Train Accuracy: 0.406250, lr = 0.000869
Iteration 7277/1000000: Train loss: 5.118994, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7278/1000000: Train loss: 5.120571, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7279/1000000: Train loss: 5.119145, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7280/1000000: Train loss: 5.121222, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7281/1000000: Train loss: 5.120649, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7282/1000000: Train loss: 5.119704, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7283/1000000: Train loss: 5.120083, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7284/1000000: Train loss: 5.120312, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7285/1000000: Train loss: 5.117967, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7286/1000000: Train loss: 5.120429, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7287/1000000: Train loss: 5.119384, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7288/1000000: Train loss: 5.121450, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7289/1000000: Train loss: 5.120372, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7290/1000000: Train loss: 5.119366, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7291/1000000: Train loss: 5.118577, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7292/1000000: Train loss: 5.121260, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7293/1000000: Train loss: 5.120129, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7294/1000000: Train loss: 5.119905, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7295/1000000: Train loss: 5.119017, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7296/1000000: Train loss: 5.120245, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7297/1000000: Train loss: 5.119594, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7298/1000000: Train loss: 5.120121, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7299/1000000: Train loss: 5.121758, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7300/1000000: Train loss: 5.119385, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7301/1000000: Train loss: 5.120828, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7302/1000000: Train loss: 5.120257, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7303/1000000: Train loss: 5.119159, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7304/1000000: Train loss: 5.120368, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7305/1000000: Train loss: 5.120006, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7306/1000000: Train loss: 5.119298, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7307/1000000: Train loss: 5.120202, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7308/1000000: Train loss: 5.119951, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7309/1000000: Train loss: 5.121570, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7310/1000000: Train loss: 5.120473, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7311/1000000: Train loss: 5.120647, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7312/1000000: Train loss: 5.119300, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7313/1000000: Train loss: 5.120187, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7314/1000000: Train loss: 5.120232, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7315/1000000: Train loss: 5.118602, Train Accuracy: 0.593750, lr = 0.000869
Iteration 7316/1000000: Train loss: 5.121040, Train Accuracy: 0.406250, lr = 0.000869
Iteration 7317/1000000: Train loss: 5.121078, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7318/1000000: Train loss: 5.118004, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7319/1000000: Train loss: 5.120461, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7320/1000000: Train loss: 5.121225, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7321/1000000: Train loss: 5.119071, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7322/1000000: Train loss: 5.120027, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7323/1000000: Train loss: 5.119651, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7324/1000000: Train loss: 5.119426, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7325/1000000: Train loss: 5.119447, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7326/1000000: Train loss: 5.120101, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7327/1000000: Train loss: 5.120215, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7328/1000000: Train loss: 5.120651, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7329/1000000: Train loss: 5.119047, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7330/1000000: Train loss: 5.118939, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7331/1000000: Train loss: 5.119414, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7332/1000000: Train loss: 5.121236, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7333/1000000: Train loss: 5.120401, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7334/1000000: Train loss: 5.121367, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7335/1000000: Train loss: 5.120574, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7336/1000000: Train loss: 5.121254, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7337/1000000: Train loss: 5.120173, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7338/1000000: Train loss: 5.119133, Train Accuracy: 0.593750, lr = 0.000869
Iteration 7339/1000000: Train loss: 5.120156, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7340/1000000: Train loss: 5.119918, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7341/1000000: Train loss: 5.119897, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7342/1000000: Train loss: 5.119711, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7343/1000000: Train loss: 5.120707, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7344/1000000: Train loss: 5.121289, Train Accuracy: 0.390625, lr = 0.000869
Iteration 7345/1000000: Train loss: 5.120179, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7346/1000000: Train loss: 5.120329, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7347/1000000: Train loss: 5.121527, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7348/1000000: Train loss: 5.119081, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7349/1000000: Train loss: 5.119651, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7350/1000000: Train loss: 5.121325, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7351/1000000: Train loss: 5.119217, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7352/1000000: Train loss: 5.120195, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7353/1000000: Train loss: 5.119883, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7354/1000000: Train loss: 5.119555, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7355/1000000: Train loss: 5.119488, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7356/1000000: Train loss: 5.120784, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7357/1000000: Train loss: 5.120009, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7358/1000000: Train loss: 5.120200, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7359/1000000: Train loss: 5.120852, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7360/1000000: Train loss: 5.118518, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7361/1000000: Train loss: 5.120038, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7362/1000000: Train loss: 5.119925, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7363/1000000: Train loss: 5.119226, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7364/1000000: Train loss: 5.118767, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7365/1000000: Train loss: 5.121208, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7366/1000000: Train loss: 5.120313, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7367/1000000: Train loss: 5.119515, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7368/1000000: Train loss: 5.121013, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7369/1000000: Train loss: 5.119456, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7370/1000000: Train loss: 5.120899, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7371/1000000: Train loss: 5.120303, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7372/1000000: Train loss: 5.119262, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7373/1000000: Train loss: 5.120157, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7374/1000000: Train loss: 5.119142, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7375/1000000: Train loss: 5.121244, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7376/1000000: Train loss: 5.120852, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7377/1000000: Train loss: 5.119490, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7378/1000000: Train loss: 5.119708, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7379/1000000: Train loss: 5.119110, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7380/1000000: Train loss: 5.120529, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7381/1000000: Train loss: 5.119288, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7382/1000000: Train loss: 5.120138, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7383/1000000: Train loss: 5.120256, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7384/1000000: Train loss: 5.119516, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7385/1000000: Train loss: 5.120326, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7386/1000000: Train loss: 5.120142, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7387/1000000: Train loss: 5.119343, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7388/1000000: Train loss: 5.119869, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7389/1000000: Train loss: 5.118575, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7390/1000000: Train loss: 5.119615, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7391/1000000: Train loss: 5.119141, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7392/1000000: Train loss: 5.118484, Train Accuracy: 0.593750, lr = 0.000869
Iteration 7393/1000000: Train loss: 5.118733, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7394/1000000: Train loss: 5.119904, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7395/1000000: Train loss: 5.120499, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7396/1000000: Train loss: 5.120563, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7397/1000000: Train loss: 5.119925, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7398/1000000: Train loss: 5.119337, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7399/1000000: Train loss: 5.119089, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7400/1000000: Train loss: 5.121166, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7401/1000000: Train loss: 5.120707, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7402/1000000: Train loss: 5.120387, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7403/1000000: Train loss: 5.120530, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7404/1000000: Train loss: 5.122108, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7405/1000000: Train loss: 5.120308, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7406/1000000: Train loss: 5.120709, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7407/1000000: Train loss: 5.120152, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7408/1000000: Train loss: 5.119392, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7409/1000000: Train loss: 5.121659, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7410/1000000: Train loss: 5.118890, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7411/1000000: Train loss: 5.120616, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7412/1000000: Train loss: 5.121635, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7413/1000000: Train loss: 5.119976, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7414/1000000: Train loss: 5.119754, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7415/1000000: Train loss: 5.119184, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7416/1000000: Train loss: 5.120473, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7417/1000000: Train loss: 5.120030, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7418/1000000: Train loss: 5.118995, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7419/1000000: Train loss: 5.119863, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7420/1000000: Train loss: 5.120012, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7421/1000000: Train loss: 5.119596, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7422/1000000: Train loss: 5.119851, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7423/1000000: Train loss: 5.118454, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7424/1000000: Train loss: 5.117742, Train Accuracy: 0.640625, lr = 0.000869
Iteration 7425/1000000: Train loss: 5.120585, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7426/1000000: Train loss: 5.118722, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7427/1000000: Train loss: 5.119530, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7428/1000000: Train loss: 5.117999, Train Accuracy: 0.593750, lr = 0.000869
Iteration 7429/1000000: Train loss: 5.120349, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7430/1000000: Train loss: 5.121363, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7431/1000000: Train loss: 5.121493, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7432/1000000: Train loss: 5.120161, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7433/1000000: Train loss: 5.119982, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7434/1000000: Train loss: 5.120060, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7435/1000000: Train loss: 5.119528, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7436/1000000: Train loss: 5.118721, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7437/1000000: Train loss: 5.119383, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7438/1000000: Train loss: 5.120662, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7439/1000000: Train loss: 5.121167, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7440/1000000: Train loss: 5.120554, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7441/1000000: Train loss: 5.119216, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7442/1000000: Train loss: 5.120255, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7443/1000000: Train loss: 5.120884, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7444/1000000: Train loss: 5.119536, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7445/1000000: Train loss: 5.119473, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7446/1000000: Train loss: 5.119267, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7447/1000000: Train loss: 5.119346, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7448/1000000: Train loss: 5.119707, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7449/1000000: Train loss: 5.121434, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7450/1000000: Train loss: 5.118481, Train Accuracy: 0.609375, lr = 0.000869
Iteration 7451/1000000: Train loss: 5.121570, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7452/1000000: Train loss: 5.121217, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7453/1000000: Train loss: 5.120322, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7454/1000000: Train loss: 5.120458, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7455/1000000: Train loss: 5.119759, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7456/1000000: Train loss: 5.120469, Train Accuracy: 0.437500, lr = 0.000869
Iteration 7457/1000000: Train loss: 5.119289, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7458/1000000: Train loss: 5.120873, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7459/1000000: Train loss: 5.118585, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7460/1000000: Train loss: 5.118765, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7461/1000000: Train loss: 5.119681, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7462/1000000: Train loss: 5.120532, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7463/1000000: Train loss: 5.119991, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7464/1000000: Train loss: 5.120077, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7465/1000000: Train loss: 5.118484, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7466/1000000: Train loss: 5.120830, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7467/1000000: Train loss: 5.119803, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7468/1000000: Train loss: 5.119932, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7469/1000000: Train loss: 5.118387, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7470/1000000: Train loss: 5.121322, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7471/1000000: Train loss: 5.119728, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7472/1000000: Train loss: 5.120307, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7473/1000000: Train loss: 5.121089, Train Accuracy: 0.421875, lr = 0.000869
Iteration 7474/1000000: Train loss: 5.118255, Train Accuracy: 0.578125, lr = 0.000869
Iteration 7475/1000000: Train loss: 5.118793, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7476/1000000: Train loss: 5.119354, Train Accuracy: 0.562500, lr = 0.000869
Iteration 7477/1000000: Train loss: 5.119659, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7478/1000000: Train loss: 5.120828, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7479/1000000: Train loss: 5.120336, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7480/1000000: Train loss: 5.120266, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7481/1000000: Train loss: 5.120208, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7482/1000000: Train loss: 5.121399, Train Accuracy: 0.453125, lr = 0.000869
Iteration 7483/1000000: Train loss: 5.120113, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7484/1000000: Train loss: 5.119981, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7485/1000000: Train loss: 5.120729, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7486/1000000: Train loss: 5.120160, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7487/1000000: Train loss: 5.119932, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7488/1000000: Train loss: 5.119936, Train Accuracy: 0.500000, lr = 0.000869
Iteration 7489/1000000: Train loss: 5.120240, Train Accuracy: 0.515625, lr = 0.000869
Iteration 7490/1000000: Train loss: 5.119193, Train Accuracy: 0.546875, lr = 0.000869
Iteration 7491/1000000: Train loss: 5.120026, Train Accuracy: 0.484375, lr = 0.000869
Iteration 7492/1000000: Train loss: 5.120930, Train Accuracy: 0.468750, lr = 0.000869
Iteration 7493/1000000: Train loss: 5.119083, Train Accuracy: 0.531250, lr = 0.000869
Iteration 7494/1000000: Train loss: 5.120564, Train Accuracy: 0.500000, lr = 0.000869
